CUPS;FECHA-HORA;INV / VER;PERIODO TARIFARIO;CONSUMO Wh;GENERACION Wh;
ES0021000008305769EY;2024/07/18 04:00;1;Valle;17;0;
ES0021000008305769EY;2024/07/18 05:00;1;Valle;178;0;
ES0021000008305769EY;2024/07/18 06:00;1;Valle;456;0;
ES0021000008305769EY;2024/07/18 07:00;1;Valle;414;0;
ES0021000008305769EY;2024/07/18 08:00;1;Valle;326;0;
ES0021000008305769EY;2024/07/18 09:00;1;Llano;165;0;
ES0021000008305769EY;2024/07/18 10:00;1;Llano;63;1;
ES0021000008305769EY;2024/07/18 11:00;1;Punta;132;1;
ES0021000008305769EY;2024/07/18 12:00;1;Punta;49;1;
ES0021000008305769EY;2024/07/18 13:00;1;Punta;41;23;
ES0021000008305769EY;2024/07/18 14:00;1;Punta;4;1382;
ES0021000008305769EY;2024/07/18 15:00;1;Llano;0;1843;
ES0021000008305769EY;2024/07/18 16:00;1;Llano;2;2008;
ES0021000008305769EY;2024/07/18 17:00;1;Llano;0;1636;
ES0021000008305769EY;2024/07/18 18:00;1;Llano;1;1346;
ES0021000008305769EY;2024/07/18 19:00;1;Punta;0;982;
ES0021000008305769EY;2024/07/18 20:00;1;Punta;15;292;
ES0021000008305769EY;2024/07/18 21:00;1;Punta;22;5;
ES0021000008305769EY;2024/07/18 22:00;1;Punta;29;9;
ES0021000008305769EY;2024/07/18 23:00;1;Llano;16;0;
ES0021000008305769EY;2024/07/19 00:00;1;Llano;18;1;
ES0021000008305769EY;2024/07/19 01:00;1;Valle;17;0;
ES0021000008305769EY;2024/07/19 02:00;1;Valle;19;0;
ES0021000008305769EY;2024/07/19 03:00;1;Valle;18;0;
ES0021000008305769EY;2024/07/19 04:00;1;Valle;31;0;
ES0021000008305769EY;2024/07/19 05:00;1;Valle;442;0;
ES0021000008305769EY;2024/07/19 06:00;1;Valle;458;0;
ES0021000008305769EY;2024/07/19 07:00;1;Valle;420;0;
ES0021000008305769EY;2024/07/19 08:00;1;Valle;364;0;
ES0021000008305769EY;2024/07/19 09:00;1;Llano;217;0;
ES0021000008305769EY;2024/07/19 10:00;1;Llano;135;0;
ES0021000008305769EY;2024/07/19 11:00;1;Punta;412;1;
ES0021000008305769EY;2024/07/19 12:00;1;Punta;44;2;
ES0021000008305769EY;2024/07/19 13:00;1;Punta;36;4;
ES0021000008305769EY;2024/07/19 14:00;1;Punta;0;2053;
ES0021000008305769EY;2024/07/19 15:00;1;Llano;0;3029;
ES0021000008305769EY;2024/07/19 16:00;1;Llano;0;3127;
ES0021000008305769EY;2024/07/19 17:00;1;Llano;0;2810;
ES0021000008305769EY;2024/07/19 18:00;1;Llano;0;1920;
ES0021000008305769EY;2024/07/19 19:00;1;Punta;0;1345;
ES0021000008305769EY;2024/07/19 20:00;1;Punta;2;634;
ES0021000008305769EY;2024/07/19 21:00;1;Punta;15;27;
ES0021000008305769EY;2024/07/19 22:00;1;Punta;16;0;
ES0021000008305769EY;2024/07/19 23:00;1;Llano;14;0;
ES0021000008305769EY;2024/07/20 00:00;1;Llano;15;1;
ES0021000008305769EY;2024/07/20 01:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/20 02:00;1;Valle;15;0;
ES0021000008305769EY;2024/07/20 03:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/20 04:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/20 05:00;1;Valle;250;0;
ES0021000008305769EY;2024/07/20 06:00;1;Valle;416;0;
ES0021000008305769EY;2024/07/20 07:00;1;Valle;417;0;
ES0021000008305769EY;2024/07/20 08:00;1;Valle;384;0;
ES0021000008305769EY;2024/07/20 09:00;1;Valle;174;0;
ES0021000008305769EY;2024/07/20 10:00;1;Valle;109;1;
ES0021000008305769EY;2024/07/20 11:00;1;Valle;66;0;
ES0021000008305769EY;2024/07/20 12:00;1;Valle;49;0;
ES0021000008305769EY;2024/07/20 13:00;1;Valle;35;147;
ES0021000008305769EY;2024/07/20 14:00;1;Valle;0;1996;
ES0021000008305769EY;2024/07/20 15:00;1;Valle;0;2228;
ES0021000008305769EY;2024/07/20 16:00;1;Valle;0;2309;
ES0021000008305769EY;2024/07/20 17:00;1;Valle;0;1850;
ES0021000008305769EY;2024/07/20 18:00;1;Valle;0;1102;
ES0021000008305769EY;2024/07/20 19:00;1;Valle;0;611;
ES0021000008305769EY;2024/07/20 20:00;1;Valle;15;48;
ES0021000008305769EY;2024/07/20 21:00;1;Valle;18;0;
ES0021000008305769EY;2024/07/20 22:00;1;Valle;20;1;
ES0021000008305769EY;2024/07/20 23:00;1;Valle;24;0;
ES0021000008305769EY;2024/07/21 00:00;1;Valle;200;0;
ES0021000008305769EY;2024/07/21 01:00;1;Valle;480;0;
ES0021000008305769EY;2024/07/21 02:00;1;Valle;533;0;
ES0021000008305769EY;2024/07/21 03:00;1;Valle;462;0;
ES0021000008305769EY;2024/07/21 04:00;1;Valle;490;0;
ES0021000008305769EY;2024/07/21 05:00;1;Valle;493;0;
ES0021000008305769EY;2024/07/21 06:00;1;Valle;489;0;
ES0021000008305769EY;2024/07/21 07:00;1;Valle;440;0;
ES0021000008305769EY;2024/07/21 08:00;1;Valle;369;0;
ES0021000008305769EY;2024/07/21 09:00;1;Valle;304;0;
ES0021000008305769EY;2024/07/21 10:00;1;Valle;299;0;
ES0021000008305769EY;2024/07/21 11:00;1;Valle;54;0;
ES0021000008305769EY;2024/07/21 12:00;1;Valle;50;1;
ES0021000008305769EY;2024/07/21 13:00;1;Valle;34;111;
ES0021000008305769EY;2024/07/21 14:00;1;Valle;1;2144;
ES0021000008305769EY;2024/07/21 15:00;1;Valle;8;2721;
ES0021000008305769EY;2024/07/21 16:00;1;Valle;0;3186;
ES0021000008305769EY;2024/07/21 17:00;1;Valle;0;2742;
ES0021000008305769EY;2024/07/21 18:00;1;Valle;0;1996;
ES0021000008305769EY;2024/07/21 19:00;1;Valle;0;1495;
ES0021000008305769EY;2024/07/21 20:00;1;Valle;3;628;
ES0021000008305769EY;2024/07/21 21:00;1;Valle;20;5;
ES0021000008305769EY;2024/07/21 22:00;1;Valle;13;0;
ES0021000008305769EY;2024/07/21 23:00;1;Valle;15;0;
ES0021000008305769EY;2024/07/22 00:00;1;Valle;15;0;
ES0021000008305769EY;2024/07/22 01:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/22 02:00;1;Valle;15;1;
ES0021000008305769EY;2024/07/22 03:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/22 04:00;1;Valle;15;0;
ES0021000008305769EY;2024/07/22 05:00;1;Valle;263;0;
ES0021000008305769EY;2024/07/22 06:00;1;Valle;456;0;
ES0021000008305769EY;2024/07/22 07:00;1;Valle;431;0;
ES0021000008305769EY;2024/07/22 08:00;1;Valle;364;0;
ES0021000008305769EY;2024/07/22 09:00;1;Llano;213;0;
ES0021000008305769EY;2024/07/22 10:00;1;Llano;175;0;
ES0021000008305769EY;2024/07/22 11:00;1;Punta;294;1;
ES0021000008305769EY;2024/07/22 12:00;1;Punta;47;1;
ES0021000008305769EY;2024/07/22 13:00;1;Punta;38;96;
ES0021000008305769EY;2024/07/22 14:00;1;Punta;0;2585;
ES0021000008305769EY;2024/07/22 15:00;1;Llano;0;3013;
ES0021000008305769EY;2024/07/22 16:00;1;Llano;0;3060;
ES0021000008305769EY;2024/07/22 17:00;1;Llano;1;2728;
ES0021000008305769EY;2024/07/22 18:00;1;Llano;2;1925;
ES0021000008305769EY;2024/07/22 19:00;1;Punta;0;1372;
ES0021000008305769EY;2024/07/22 20:00;1;Punta;36;123;
ES0021000008305769EY;2024/07/22 21:00;1;Punta;29;1;
ES0021000008305769EY;2024/07/22 22:00;1;Punta;14;1;
ES0021000008305769EY;2024/07/22 23:00;1;Llano;13;0;
ES0021000008305769EY;2024/07/23 00:00;1;Llano;14;0;
ES0021000008305769EY;2024/07/23 01:00;1;Valle;13;0;
ES0021000008305769EY;2024/07/23 02:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/23 03:00;1;Valle;14;1;
ES0021000008305769EY;2024/07/23 04:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/23 05:00;1;Valle;98;0;
ES0021000008305769EY;2024/07/23 06:00;1;Valle;428;0;
ES0021000008305769EY;2024/07/23 07:00;1;Valle;381;0;
ES0021000008305769EY;2024/07/23 08:00;1;Valle;290;0;
ES0021000008305769EY;2024/07/23 09:00;1;Llano;237;0;
ES0021000008305769EY;2024/07/23 10:00;1;Llano;118;0;
ES0021000008305769EY;2024/07/23 11:00;1;Punta;52;0;
ES0021000008305769EY;2024/07/23 12:00;1;Punta;49;1;
ES0021000008305769EY;2024/07/23 13:00;1;Punta;28;232;
ES0021000008305769EY;2024/07/23 14:00;1;Punta;0;2783;
ES0021000008305769EY;2024/07/23 15:00;1;Llano;0;3223;
ES0021000008305769EY;2024/07/23 16:00;1;Llano;0;3283;
ES0021000008305769EY;2024/07/23 17:00;1;Llano;0;2739;
ES0021000008305769EY;2024/07/23 18:00;1;Llano;0;2072;
ES0021000008305769EY;2024/07/23 19:00;1;Punta;0;1599;
ES0021000008305769EY;2024/07/23 20:00;1;Punta;0;731;
ES0021000008305769EY;2024/07/23 21:00;1;Punta;8;80;
ES0021000008305769EY;2024/07/23 22:00;1;Punta;14;0;
ES0021000008305769EY;2024/07/23 23:00;1;Llano;14;0;
ES0021000008305769EY;2024/07/24 00:00;1;Llano;15;0;
ES0021000008305769EY;2024/07/24 01:00;1;Valle;15;1;
ES0021000008305769EY;2024/07/24 02:00;1;Valle;15;0;
ES0021000008305769EY;2024/07/24 03:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/24 04:00;1;Valle;13;0;
ES0021000008305769EY;2024/07/24 05:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/24 06:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/24 07:00;1;Valle;248;1;
ES0021000008305769EY;2024/07/24 08:00;1;Valle;307;0;
ES0021000008305769EY;2024/07/24 09:00;1;Llano;203;0;
ES0021000008305769EY;2024/07/24 10:00;1;Llano;155;0;
ES0021000008305769EY;2024/07/24 11:00;1;Punta;56;0;
ES0021000008305769EY;2024/07/24 12:00;1;Punta;49;0;
ES0021000008305769EY;2024/07/24 13:00;1;Punta;36;219;
ES0021000008305769EY;2024/07/24 14:00;1;Punta;0;2712;
ES0021000008305769EY;2024/07/24 15:00;1;Llano;0;3152;
ES0021000008305769EY;2024/07/24 16:00;1;Llano;0;3112;
ES0021000008305769EY;2024/07/24 17:00;1;Llano;0;2832;
ES0021000008305769EY;2024/07/24 18:00;1;Llano;0;2050;
ES0021000008305769EY;2024/07/24 19:00;1;Punta;0;1434;
ES0021000008305769EY;2024/07/24 20:00;1;Punta;0;683;
ES0021000008305769EY;2024/07/24 21:00;1;Punta;21;10;
ES0021000008305769EY;2024/07/24 22:00;1;Punta;14;0;
ES0021000008305769EY;2024/07/24 23:00;1;Llano;14;0;
ES0021000008305769EY;2024/07/25 00:00;1;Llano;14;1;
ES0021000008305769EY;2024/07/25 01:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/25 02:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/25 03:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/25 04:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/25 05:00;1;Valle;137;0;
ES0021000008305769EY;2024/07/25 06:00;1;Valle;437;0;
ES0021000008305769EY;2024/07/25 07:00;1;Valle;403;0;
ES0021000008305769EY;2024/07/25 08:00;1;Valle;367;0;
ES0021000008305769EY;2024/07/25 09:00;1;Llano;250;0;
ES0021000008305769EY;2024/07/25 10:00;1;Llano;62;1;
ES0021000008305769EY;2024/07/25 11:00;1;Punta;51;2;
ES0021000008305769EY;2024/07/25 12:00;1;Punta;49;0;
ES0021000008305769EY;2024/07/25 13:00;1;Punta;40;9;
ES0021000008305769EY;2024/07/25 14:00;1;Punta;7;1934;
ES0021000008305769EY;2024/07/25 15:00;1;Llano;6;2308;
ES0021000008305769EY;2024/07/25 16:00;1;Llano;1;2108;
ES0021000008305769EY;2024/07/25 17:00;1;Llano;1;1474;
ES0021000008305769EY;2024/07/25 18:00;1;Llano;4;659;
ES0021000008305769EY;2024/07/25 19:00;1;Punta;20;407;
ES0021000008305769EY;2024/07/25 20:00;1;Punta;2;631;
ES0021000008305769EY;2024/07/25 21:00;1;Punta;18;54;
ES0021000008305769EY;2024/07/25 22:00;1;Punta;32;0;
ES0021000008305769EY;2024/07/25 23:00;1;Llano;20;0;
ES0021000008305769EY;2024/07/26 00:00;1;Llano;19;0;
ES0021000008305769EY;2024/07/26 01:00;1;Valle;20;1;
ES0021000008305769EY;2024/07/26 02:00;1;Valle;20;0;
ES0021000008305769EY;2024/07/26 03:00;1;Valle;19;0;
ES0021000008305769EY;2024/07/26 04:00;1;Valle;19;0;
ES0021000008305769EY;2024/07/26 05:00;1;Valle;177;0;
ES0021000008305769EY;2024/07/26 06:00;1;Valle;441;0;
ES0021000008305769EY;2024/07/26 07:00;1;Valle;400;0;
ES0021000008305769EY;2024/07/26 08:00;1;Valle;366;0;
ES0021000008305769EY;2024/07/26 09:00;1;Llano;250;0;
ES0021000008305769EY;2024/07/26 10:00;1;Llano;257;0;
ES0021000008305769EY;2024/07/26 11:00;1;Punta;598;7;
ES0021000008305769EY;2024/07/26 12:00;1;Punta;51;1;
ES0021000008305769EY;2024/07/26 13:00;1;Punta;40;3;
ES0021000008305769EY;2024/07/26 14:00;1;Punta;0;2396;
ES0021000008305769EY;2024/07/26 15:00;1;Llano;0;3218;
ES0021000008305769EY;2024/07/26 16:00;1;Llano;0;3160;
ES0021000008305769EY;2024/07/26 17:00;1;Llano;0;2872;
ES0021000008305769EY;2024/07/26 18:00;1;Llano;0;2036;
ES0021000008305769EY;2024/07/26 19:00;1;Punta;1;1463;
ES0021000008305769EY;2024/07/26 20:00;1;Punta;2;838;
ES0021000008305769EY;2024/07/26 21:00;1;Punta;16;70;
ES0021000008305769EY;2024/07/26 22:00;1;Punta;18;0;
ES0021000008305769EY;2024/07/26 23:00;1;Llano;19;0;
ES0021000008305769EY;2024/07/27 00:00;1;Llano;21;1;
ES0021000008305769EY;2024/07/27 01:00;1;Valle;20;0;
ES0021000008305769EY;2024/07/27 02:00;1;Valle;20;0;
ES0021000008305769EY;2024/07/27 03:00;1;Valle;19;0;
ES0021000008305769EY;2024/07/27 04:00;1;Valle;279;0;
ES0021000008305769EY;2024/07/27 05:00;1;Valle;531;0;
ES0021000008305769EY;2024/07/27 06:00;1;Valle;453;0;
ES0021000008305769EY;2024/07/27 07:00;1;Valle;465;0;
ES0021000008305769EY;2024/07/27 08:00;1;Valle;374;0;
ES0021000008305769EY;2024/07/27 09:00;1;Valle;216;0;
ES0021000008305769EY;2024/07/27 10:00;1;Valle;179;0;
ES0021000008305769EY;2024/07/27 11:00;1;Valle;54;0;
ES0021000008305769EY;2024/07/27 12:00;1;Valle;50;26;
ES0021000008305769EY;2024/07/27 13:00;1;Valle;48;175;
ES0021000008305769EY;2024/07/27 14:00;1;Valle;37;1176;
ES0021000008305769EY;2024/07/27 15:00;1;Valle;8;2198;
ES0021000008305769EY;2024/07/27 16:00;1;Valle;0;3006;
ES0021000008305769EY;2024/07/27 17:00;1;Valle;0;2760;
ES0021000008305769EY;2024/07/27 18:00;1;Valle;0;1943;
ES0021000008305769EY;2024/07/27 19:00;1;Valle;0;1329;
ES0021000008305769EY;2024/07/27 20:00;1;Valle;0;574;
ES0021000008305769EY;2024/07/27 21:00;1;Valle;15;1;
ES0021000008305769EY;2024/07/27 22:00;1;Valle;32;1;
ES0021000008305769EY;2024/07/27 23:00;1;Valle;119;1;
ES0021000008305769EY;2024/07/28 00:00;1;Valle;16;1;
ES0021000008305769EY;2024/07/28 01:00;1;Valle;18;0;
ES0021000008305769EY;2024/07/28 02:00;1;Valle;19;0;
ES0021000008305769EY;2024/07/28 03:00;1;Valle;460;0;
ES0021000008305769EY;2024/07/28 04:00;1;Valle;409;0;
ES0021000008305769EY;2024/07/28 05:00;1;Valle;486;0;
ES0021000008305769EY;2024/07/28 06:00;1;Valle;400;0;
ES0021000008305769EY;2024/07/28 07:00;1;Valle;421;0;
ES0021000008305769EY;2024/07/28 08:00;1;Valle;354;0;
ES0021000008305769EY;2024/07/28 09:00;1;Valle;171;0;
ES0021000008305769EY;2024/07/28 10:00;1;Valle;41;0;
ES0021000008305769EY;2024/07/28 11:00;1;Valle;45;2;
ES0021000008305769EY;2024/07/28 12:00;1;Valle;229;77;
ES0021000008305769EY;2024/07/28 13:00;1;Valle;59;41;
ES0021000008305769EY;2024/07/28 14:00;1;Valle;10;186;
ES0021000008305769EY;2024/07/28 15:00;1;Valle;23;1366;
ES0021000008305769EY;2024/07/28 16:00;1;Valle;2;2526;
ES0021000008305769EY;2024/07/28 17:00;1;Valle;3;2587;
ES0021000008305769EY;2024/07/28 18:00;1;Valle;2;1845;
ES0021000008305769EY;2024/07/28 19:00;1;Valle;0;1325;
ES0021000008305769EY;2024/07/28 20:00;1;Valle;1;479;
ES0021000008305769EY;2024/07/28 21:00;1;Valle;16;7;
ES0021000008305769EY;2024/07/28 22:00;1;Valle;20;0;
ES0021000008305769EY;2024/07/28 23:00;1;Valle;22;0;
ES0021000008305769EY;2024/07/29 00:00;1;Valle;22;1;
ES0021000008305769EY;2024/07/29 01:00;1;Valle;21;0;
ES0021000008305769EY;2024/07/29 02:00;1;Valle;21;0;
ES0021000008305769EY;2024/07/29 03:00;1;Valle;22;0;
ES0021000008305769EY;2024/07/29 04:00;1;Valle;21;0;
ES0021000008305769EY;2024/07/29 05:00;1;Valle;96;0;
ES0021000008305769EY;2024/07/29 06:00;1;Valle;431;0;
ES0021000008305769EY;2024/07/29 07:00;1;Valle;406;0;
ES0021000008305769EY;2024/07/29 08:00;1;Valle;365;0;
ES0021000008305769EY;2024/07/29 09:00;1;Llano;140;0;
ES0021000008305769EY;2024/07/29 10:00;1;Llano;349;0;
ES0021000008305769EY;2024/07/29 11:00;1;Punta;546;1;
ES0021000008305769EY;2024/07/29 12:00;1;Punta;64;11;
ES0021000008305769EY;2024/07/29 13:00;1;Punta;45;1;
ES0021000008305769EY;2024/07/29 14:00;1;Punta;14;1145;
ES0021000008305769EY;2024/07/29 15:00;1;Llano;0;2503;
ES0021000008305769EY;2024/07/29 16:00;1;Llano;0;2901;
ES0021000008305769EY;2024/07/29 17:00;1;Llano;0;2577;
ES0021000008305769EY;2024/07/29 18:00;1;Llano;0;1847;
ES0021000008305769EY;2024/07/29 19:00;1;Punta;2;1152;
ES0021000008305769EY;2024/07/29 20:00;1;Punta;7;332;
ES0021000008305769EY;2024/07/29 21:00;1;Punta;17;0;
ES0021000008305769EY;2024/07/29 22:00;1;Punta;73;2;
ES0021000008305769EY;2024/07/29 23:00;1;Llano;16;0;
ES0021000008305769EY;2024/07/30 00:00;1;Llano;17;0;
ES0021000008305769EY;2024/07/30 01:00;1;Valle;16;1;
ES0021000008305769EY;2024/07/30 02:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/30 03:00;1;Valle;15;0;
ES0021000008305769EY;2024/07/30 04:00;1;Valle;298;0;
ES0021000008305769EY;2024/07/30 05:00;1;Valle;418;0;
ES0021000008305769EY;2024/07/30 06:00;1;Valle;419;0;
ES0021000008305769EY;2024/07/30 07:00;1;Valle;466;0;
ES0021000008305769EY;2024/07/30 08:00;1;Valle;319;0;
ES0021000008305769EY;2024/07/30 09:00;1;Llano;110;0;
ES0021000008305769EY;2024/07/30 10:00;1;Llano;184;0;
ES0021000008305769EY;2024/07/30 11:00;1;Punta;50;1;
ES0021000008305769EY;2024/07/30 12:00;1;Punta;51;0;
ES0021000008305769EY;2024/07/30 13:00;1;Punta;45;13;
ES0021000008305769EY;2024/07/30 14:00;1;Punta;3;1578;
ES0021000008305769EY;2024/07/30 15:00;1;Llano;0;2968;
ES0021000008305769EY;2024/07/30 16:00;1;Llano;1;2972;
ES0021000008305769EY;2024/07/30 17:00;1;Llano;1;2330;
ES0021000008305769EY;2024/07/30 18:00;1;Llano;0;1061;
ES0021000008305769EY;2024/07/30 19:00;1;Punta;12;245;
ES0021000008305769EY;2024/07/30 20:00;1;Punta;36;0;
ES0021000008305769EY;2024/07/30 21:00;1;Punta;22;0;
ES0021000008305769EY;2024/07/30 22:00;1;Punta;14;1;
ES0021000008305769EY;2024/07/30 23:00;1;Llano;15;0;
ES0021000008305769EY;2024/07/31 00:00;1;Llano;14;0;
ES0021000008305769EY;2024/07/31 01:00;1;Valle;15;0;
ES0021000008305769EY;2024/07/31 02:00;1;Valle;14;0;
ES0021000008305769EY;2024/07/31 03:00;1;Valle;13;0;
ES0021000008305769EY;2024/07/31 04:00;1;Valle;14;1;
ES0021000008305769EY;2024/07/31 05:00;1;Valle;349;0;
ES0021000008305769EY;2024/07/31 06:00;1;Valle;415;0;
ES0021000008305769EY;2024/07/31 07:00;1;Valle;414;0;
ES0021000008305769EY;2024/07/31 08:00;1;Valle;414;0;
ES0021000008305769EY;2024/07/31 09:00;1;Llano;264;0;
ES0021000008305769EY;2024/07/31 10:00;1;Llano;161;0;
ES0021000008305769EY;2024/07/31 11:00;1;Punta;53;0;
ES0021000008305769EY;2024/07/31 12:00;1;Punta;50;0;
ES0021000008305769EY;2024/07/31 13:00;1;Punta;44;1;
ES0021000008305769EY;2024/07/31 14:00;1;Punta;2;1582;
ES0021000008305769EY;2024/07/31 15:00;1;Llano;1;1517;
ES0021000008305769EY;2024/07/31 16:00;1;Llano;0;1883;
ES0021000008305769EY;2024/07/31 17:00;1;Llano;0;1488;
ES0021000008305769EY;2024/07/31 18:00;1;Llano;0;690;
ES0021000008305769EY;2024/07/31 19:00;1;Punta;5;203;
ES0021000008305769EY;2024/07/31 20:00;1;Punta;20;1;
ES0021000008305769EY;2024/07/31 21:00;1;Punta;16;0;
ES0021000008305769EY;2024/07/31 22:00;1;Punta;27;0;
ES0021000008305769EY;2024/07/31 23:00;1;Llano;19;0;
ES0021000008305769EY;2024/08/01 00:00;1;Llano;19;1;
